Date,Value,Daily Return,Total Return,adjclose,IWM Daily Return,IWM Total Return
2021-12-31,1000000.0,0.0,0.0,222.0135955810547,0.0,0.0
2022-01-03,1017896.502254486,0.017896502254485913,0.017896502254485913,224.8779754638672,0.012901821959667936,0.012901821959667936
2022-01-04,975771.1251106262,-0.041384735138158435,-0.024228874889373753,224.53863525390625,-0.0015089970872468328,0.01137335606066392
2022-01-05,903424.9419059752,-0.07414257436286498,-0.09657505809402478,216.93359375,-0.03386963448542624,-0.022881489837409674
2022-01-06,891476.0577907562,-0.013226205698959492,-0.10852394220924377,218.1711578369141,0.0057048060907536335,-0.017307218209245967
2022-01-07,892608.116765976,0.001269870307033516,-0.10739188323402404,215.6461334228516,-0.011573594049264724,-0.02868050554083479
2022-01-10,867225.9565486908,-0.028435950492191053,-0.13277404345130916,214.8975982666016,-0.003471127185861622,-0.03205207904420937
2022-01-11,906145.6217746736,0.04487834448691075,-0.09385437822532638,217.18310546875,0.010635331528056513,-0.021757632002951555
2022-01-12,883565.2702674866,-0.024919120022854235,-0.11643472973251345,215.5662841796875,-0.007444507645163689,-0.02904016479032856
2022-01-13,835245.5467319489,-0.05468721458564074,-0.16475445326805116,213.5901641845703,-0.009167110722518967,-0.03794106110681439
2022-01-14,844808.7058162689,0.011449518194664554,-0.15519129418373112,213.8895721435547,0.0014017872036731216,-0.03659245919709453
2022-01-18,774752.749502182,-0.08292523009264874,-0.22524725049781802,207.4222869873047,-0.030236561284574415,-0.06572259034660277
2022-01-19,767779.1504611969,-0.009001063946486143,-0.23222084953880306,204.0489196777344,-0.01626328278685285,-0.08091700806116431
2022-01-20,764211.0008869171,-0.004647364508578278,-0.23578899911308293,200.35617065429688,-0.018097371107230975,-0.09754999404462561
2022-01-21,731892.7794017792,-0.04228965749986657,-0.2681072205982208,196.6035614013672,-0.01872969143238723,-0.11445260418932579
2022-01-24,762344.5993080139,0.04160694129422193,-0.2376554006919861,201.1346435546875,0.023046795902491812,-0.0940435740960941
2022-01-25,737985.571434021,-0.03195277817420594,-0.262014428565979,198.44992065429688,-0.013347889020722925,-0.10613617992667024
2022-01-26,722979.4598083496,-0.020333882133375836,-0.27702054019165034,195.58555603027344,-0.01443368994343519,-0.11903793315726319
2022-01-27,689215.6819629669,-0.04670088117625493,-0.3107843180370331,191.144287109375,-0.02270755065476815,-0.13904242391502397
2022-01-28,716485.9315490723,0.03956707646064661,-0.28351406845092775,194.8669586181641,0.01947571421090366,-0.12227466021548061
2022-01-31,777838.3709316254,0.08562964976842813,-0.22216162906837467,200.84521484375,0.030678655160314428,-0.09534722719076161
2022-02-01,794720.1448459625,0.021703447072323856,-0.20527985515403746,202.9610595703125,0.010534703195236972,-0.08581697873446814
2022-02-02,755345.9172363281,-0.049544771030393564,-0.24465408276367184,200.94500732421875,-0.009933197286030704,-0.09489773904023835
2022-02-03,719357.5457801819,-0.04764488777250708,-0.28064245421981815,197.1424865722656,-0.018923190989353134,-0.11202516198927526
2022-02-04,756060.7864570618,0.0510222501900266,-0.24393921354293824,197.99082946777344,0.004303196689146249,-0.10820403160630221
2022-02-07,763983.0551815033,0.010478348918961489,-0.23601694481849667,198.96890258789065,0.004939992032693796,-0.10379856662764908
2022-02-08,769891.0346717834,0.0077331289617104115,-0.23010896532821656,202.3622283935547,0.017054553558514485,-0.08851425128298285
2022-02-09,806571.0584716797,0.047643136688211296,-0.19342894152832035,206.2046813964844,0.018987995108735944,-0.07120696434466156
2022-02-10,783019.9748058319,-0.029199019005806126,-0.21698002519416804,203.0408935546875,-0.015342948668142342,-0.08545738821404958
2022-02-11,771923.3451480865,-0.01417157928888979,-0.22807665485191342,200.9849395751953,-0.010125812310506022,-0.09471787505095397
2022-02-14,762845.3698883057,-0.011760203026427885,-0.23715463011169435,200.2863006591797,-0.00347607595619992,-0.09786470447906692
2022-02-15,809425.0515098572,0.06106045007308847,-0.19057494849014278,205.65576171875,0.02680892822873271,-0.07367942408883976
2022-02-16,784940.0954017639,-0.0302498125829197,-0.2150599045982361,206.0849151611328,0.0020867562318516164,-0.07174641885436472
2022-02-17,744412.6960391998,-0.051631200393477794,-0.2555873039608002,200.80528259277344,-0.025618724030486928,-0.09552709118004588
2022-02-18,705330.7536144257,-0.05250037060452839,-0.29466924638557435,199.0786895751953,-0.008598344601718488,-0.1033040609329986
2022-02-22,701355.954073906,-0.005635369676071922,-0.29864404592609406,196.27420043945312,-0.014087339743528382,-0.11593612127327757
2022-02-23,681558.1442871094,-0.028227905775660367,-0.31844185571289063,192.60140991210935,-0.018712548664676754,-0.1324792096266343
2022-02-24,746175.7221813202,0.09480860647890732,-0.2538242778186798,197.6514892578125,0.026220365406502966,-0.10973249750530645
2022-02-25,763269.2109622955,0.022908127767820474,-0.2367307890377045,202.1027374267578,0.02252069127159073,-0.08968305793249332
2022-02-28,789224.3875713348,0.03400527132008402,-0.21077561242866516,202.921142578125,0.0040494510949600215,-0.08599677399467753
2022-03-01,770822.9492549896,-0.023315851114245945,-0.22917705074501038,199.09864807128903,-0.018837339758050575,-0.10321416330289401
2022-03-02,769233.1322898865,-0.0020624930363577487,-0.23076686771011357,203.8393402099609,0.023810770111178492,-0.08186100190633849
2022-03-03,709043.0689086914,-0.07824684202306609,-0.2909569310913086,201.4240875244141,-0.011848805451680877,-0.09273985227235149
2022-03-04,673384.4173297882,-0.050291234965157305,-0.32661558267021185,198.2702789306641,-0.015657554329830292,-0.10694532732668693
2022-03-07,642755.9461421967,-0.04548437771851699,-0.35724405385780333,193.3399658203125,-0.024866627196685087,-0.12915258493831183
2022-03-08,645209.8319835663,0.0038177567334813922,-0.3547901680164337,194.40786743164065,0.005523439537175934,-0.1243425118951127
2022-03-09,684917.0245609283,0.06154151813727071,-0.3150829754390716,199.88710021972656,0.02818421322384279,-0.09966279453931004
2022-03-10,670118.1359767914,-0.02160683419078957,-0.3298818640232086,199.52780151367188,-0.0017975082216897809,-0.10128115806841886
2022-03-11,622000.1257543564,-0.0718052648318438,-0.37799987424564363,196.34405517578125,-0.01595640464004444,-0.11562147956791136
2022-03-14,573436.756155014,-0.07807614112689298,-0.426563243844986,192.3319549560547,-0.020434029520958186,-0.133692896362122
2022-03-15,594437.2498931885,0.03662216192590462,-0.40556275010681153,195.3959197998047,0.015930607290141063,-0.11989209810140744
2022-03-16,651759.528793335,0.09643116899293647,-0.348240471206665,201.54383850097656,0.03146390522110587,-0.09220046649172364
2022-03-17,695138.297367096,0.06655640103041116,-0.304861702632904,204.70762634277344,0.015697765137987707,-0.07795004262233585
2022-03-18,725573.6647443771,0.04378318313428875,-0.2744263352556229,206.86338806152344,0.010530930172285125,-0.0682399989058331
2022-03-21,706146.7110004425,-0.026774612541620946,-0.29385328899955754,205.03697204589844,-0.00882909263325904,-0.07646659426745905
2022-03-22,737994.8588600159,0.04510131869686407,-0.2620051411399841,207.09292602539065,0.010027235376027566,-0.06720610743055444
2022-03-23,717186.2987804413,-0.028196077289369792,-0.28281370121955873,203.4999847412109,-0.01734941580640581,-0.08338953653441761
2022-03-24,734158.2474737167,0.023664630406542653,-0.2658417525262833,205.83999633789065,0.011498829347115214,-0.07284958923724671
2022-03-25,712038.2631464005,-0.030129722581517693,-0.2879617368535996,206.1199951171875,0.001360273922844435,-0.07158841071093147
2022-03-28,727910.0522708893,0.02229064075061582,-0.27208994772911077,206.19000244140625,0.00033964353714899254,-0.07127308171481517
2022-03-29,778738.7734165192,0.06982829950906377,-0.2212612265834808,211.7100067138672,0.02677144481837601,-0.04640972027060286
